 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: electron
 # Kinetic energy = 3.70000E+06 eV = 1.35973E+05 a.u.
 #
 # WARNING: High-energy factorization with free-atom DF screening.
 #          Absorption, polarization and exchange corrections are
 #          switched off.
 #          Phase shifts are calculated for the bare nucleus.
 #          Scattering amplitudes are not evaluated.
 #
 # Element:  S,  Z =  16,  atomic weight = 3.20660E+01 g/mol
 #
 # Nuclear model: Fermi distribution
 #                Average radius = 3.39937E-13 cm
 #                Skin thickness = 5.46000E-14 cm
 #
 # Number of electrons = 16
 #
 # Total elastic cross section = 1.06165E-18 cm**2 = 3.79121E-02 a0**2
 # 1st transport cross section = 2.22232E-23 cm**2 = 7.93604E-07 a0**2
 # 2nd transport cross section = 6.32969E-23 cm**2 = 2.26037E-06 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  2.500E+00  4.75889E-04  3.34092E-19  1.19306E-02  0.00000E+00  1.6E-07
  2.600E+00  5.14715E-04  2.86406E-19  1.02277E-02  0.00000E+00  2.0E-07
  2.700E+00  5.55063E-04  2.46912E-19  8.81737E-03  0.00000E+00  4.1E-07
  2.800E+00  5.96931E-04  2.13979E-19  7.64134E-03  0.00000E+00  4.8E-07
  2.900E+00  6.40321E-04  1.86347E-19  6.65456E-03  0.00000E+00  4.3E-07
  3.000E+00  6.85233E-04  1.63024E-19  5.82168E-03  0.00000E+00  2.9E-07
  3.100E+00  7.31665E-04  1.43230E-19  5.11485E-03  0.00000E+00  1.0E-07
  3.200E+00  7.79618E-04  1.26346E-19  4.51191E-03  0.00000E+00  1.3E-07
  3.300E+00  8.29092E-04  1.11874E-19  3.99508E-03  0.00000E+00  2.5E-07
  3.400E+00  8.80086E-04  9.94117E-20  3.55005E-03  0.00000E+00  3.0E-07
  3.500E+00  9.32601E-04  8.86344E-20  3.16519E-03  0.00000E+00  2.7E-07
  3.600E+00  9.86636E-04  7.92770E-20  2.83103E-03  0.00000E+00  1.8E-07
  3.700E+00  1.04219E-03  7.11211E-20  2.53978E-03  0.00000E+00  1.0E-07
  3.800E+00  1.09927E-03  6.39866E-20  2.28500E-03  0.00000E+00  1.0E-07
  3.900E+00  1.15786E-03  5.77238E-20  2.06135E-03  0.00000E+00  1.7E-07
  4.000E+00  1.21797E-03  5.22079E-20  1.86438E-03  0.00000E+00  2.0E-07
  4.100E+00  1.27961E-03  4.73349E-20  1.69036E-03  0.00000E+00  1.8E-07
  4.200E+00  1.34276E-03  4.30171E-20  1.53617E-03  0.00000E+00  1.2E-07
  4.300E+00  1.40743E-03  3.91803E-20  1.39915E-03  0.00000E+00  1.0E-07
  4.400E+00  1.47362E-03  3.57618E-20  1.27708E-03  0.00000E+00  1.0E-07
  4.500E+00  1.54133E-03  3.27080E-20  1.16802E-03  0.00000E+00  1.2E-07
  4.600E+00  1.61056E-03  2.99731E-20  1.07036E-03  0.00000E+00  1.4E-07
  4.700E+00  1.68131E-03  2.75182E-20  9.82692E-04  0.00000E+00  1.3E-07
  4.800E+00  1.75357E-03  2.53095E-20  9.03820E-04  0.00000E+00  1.0E-07
  4.900E+00  1.82735E-03  2.33181E-20  8.32705E-04  0.00000E+00  1.0E-07
  5.000E+00  1.90265E-03  2.15188E-20  7.68450E-04  0.00000E+00  1.0E-07
  5.100E+00  1.97947E-03  1.98897E-20  7.10275E-04  0.00000E+00  1.0E-07
  5.200E+00  2.05780E-03  1.84120E-20  6.57503E-04  0.00000E+00  1.1E-07
  5.300E+00  2.13765E-03  1.70690E-20  6.09545E-04  0.00000E+00  1.0E-07
  5.400E+00  2.21902E-03  1.58463E-20  5.65883E-04  0.00000E+00  1.0E-07
  5.500E+00  2.30190E-03  1.47313E-20  5.26063E-04  0.00000E+00  1.0E-07
  5.600E+00  2.38630E-03  1.37126E-20  4.89686E-04  0.00000E+00  1.0E-07
  5.700E+00  2.47222E-03  1.27805E-20  4.56401E-04  0.00000E+00  1.0E-07
