 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: electron
 # Kinetic energy = 3.70000E+06 eV = 1.35973E+05 a.u.
 #
 # WARNING: High-energy factorization with free-atom DF screening.
 #          Absorption, polarization and exchange corrections are
 #          switched off.
 #          Phase shifts are calculated for the bare nucleus.
 #          Scattering amplitudes are not evaluated.
 #
 # Element:  H,  Z =   1,  atomic weight = 1.00790E+00 g/mol
 #
 # Nuclear model: Fermi distribution
 #                Average radius = 1.07281E-13 cm
 #                Skin thickness = 5.46000E-14 cm
 #
 # Number of electrons =  1
 #
 # Total elastic cross section = 1.10035E-20 cm**2 = 3.92943E-04 a0**2
 # 1st transport cross section = 9.95317E-26 cm**2 = 3.55434E-09 a0**2
 # 2nd transport cross section = 2.87000E-25 cm**2 = 1.02489E-08 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  5.700E+00  2.47222E-03  4.91953E-23  1.75680E-06  0.00000E+00  7.5E-05
  5.800E+00  2.55965E-03  4.58890E-23  1.63873E-06  0.00000E+00  6.6E-05
  5.900E+00  2.64859E-03  4.28559E-23  1.53041E-06  0.00000E+00  4.1E-05
  6.000E+00  2.73905E-03  4.00692E-23  1.43090E-06  0.00000E+00  6.4E-06
  6.100E+00  2.83103E-03  3.75054E-23  1.33934E-06  0.00000E+00  3.2E-05
  6.200E+00  2.92452E-03  3.51433E-23  1.25499E-06  0.00000E+00  5.3E-05
  6.300E+00  3.01952E-03  3.29643E-23  1.17718E-06  0.00000E+00  5.8E-05
  6.400E+00  3.11604E-03  3.09515E-23  1.10530E-06  0.00000E+00  5.0E-05
  6.500E+00  3.21407E-03  2.90900E-23  1.03882E-06  0.00000E+00  2.9E-05
  6.600E+00  3.31362E-03  2.73664E-23  9.77272E-07  0.00000E+00  3.5E-06
  6.700E+00  3.41468E-03  2.57685E-23  9.20209E-07  0.00000E+00  2.8E-05
  6.800E+00  3.51725E-03  2.42855E-23  8.67252E-07  0.00000E+00  4.4E-05
  6.900E+00  3.62133E-03  2.29077E-23  8.18048E-07  0.00000E+00  4.6E-05
  7.000E+00  3.72692E-03  2.16262E-23  7.72284E-07  0.00000E+00  3.8E-05
  7.100E+00  3.83403E-03  2.04330E-23  7.29676E-07  0.00000E+00  2.1E-05
  7.200E+00  3.94265E-03  1.93210E-23  6.89965E-07  0.00000E+00  6.1E-06
  7.300E+00  4.05278E-03  1.82836E-23  6.52919E-07  0.00000E+00  2.5E-05
  7.400E+00  4.16442E-03  1.73149E-23  6.18325E-07  0.00000E+00  3.6E-05
  7.500E+00  4.27757E-03  1.64094E-23  5.85991E-07  0.00000E+00  3.8E-05
  7.600E+00  4.39223E-03  1.55624E-23  5.55744E-07  0.00000E+00  3.0E-05
  7.700E+00  4.50840E-03  1.47693E-23  5.27422E-07  0.00000E+00  1.5E-05
  7.800E+00  4.62608E-03  1.40261E-23  5.00881E-07  0.00000E+00  7.6E-06
  7.900E+00  4.74527E-03  1.33290E-23  4.75989E-07  0.00000E+00  2.3E-05
  8.000E+00  4.86597E-03  1.26747E-23  4.52623E-07  0.00000E+00  3.1E-05
  8.100E+00  4.98817E-03  1.20601E-23  4.30673E-07  0.00000E+00  3.1E-05
  8.200E+00  5.11188E-03  1.14822E-23  4.10037E-07  0.00000E+00  2.3E-05
  8.300E+00  5.23711E-03  1.09385E-23  3.90622E-07  0.00000E+00  1.0E-05
  8.400E+00  5.36383E-03  1.04267E-23  3.72343E-07  0.00000E+00  8.4E-06
  8.500E+00  5.49207E-03  9.94436E-24  3.55119E-07  0.00000E+00  2.0E-05
  8.600E+00  5.62181E-03  9.48961E-24  3.38880E-07  0.00000E+00  2.6E-05
  8.700E+00  5.75306E-03  9.06056E-24  3.23558E-07  0.00000E+00  2.5E-05
  8.800E+00  5.88581E-03  8.65547E-24  3.09093E-07  0.00000E+00  1.9E-05
  8.900E+00  6.02007E-03  8.27276E-24  2.95426E-07  0.00000E+00  7.0E-06
  9.000E+00  6.15583E-03  7.91097E-24  2.82506E-07  0.00000E+00  8.8E-06
  9.100E+00  6.29310E-03  7.56872E-24  2.70284E-07  0.00000E+00  1.8E-05
  9.200E+00  6.43187E-03  7.24478E-24  2.58716E-07  0.00000E+00  2.2E-05
