 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: electron
 # Kinetic energy = 3.70000E+06 eV = 1.35973E+05 a.u.
 #
 # WARNING: High-energy factorization with free-atom DF screening.
 #          Absorption, polarization and exchange corrections are
 #          switched off.
 #          Phase shifts are calculated for the bare nucleus.
 #          Scattering amplitudes are not evaluated.
 #
 # Element: He,  Z =   2,  atomic weight = 4.00260E+00 g/mol
 #
 # Nuclear model: Fermi distribution
 #                Average radius = 1.69889E-13 cm
 #                Skin thickness = 5.46000E-14 cm
 #
 # Number of electrons =  2
 #
 # Total elastic cross section = 1.66994E-20 cm**2 = 5.96348E-04 a0**2
 # 1st transport cross section = 3.70057E-25 cm**2 = 1.32150E-08 a0**2
 # 2nd transport cross section = 1.06344E-24 cm**2 = 3.79763E-08 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  9.900E+00  7.44534E-03  2.16472E-23  7.73037E-07  0.00000E+00  4.5E-06
  1.000E+01  7.59612E-03  2.07938E-23  7.42560E-07  0.00000E+00  4.6E-06
  1.025E+01  7.97965E-03  1.88374E-23  6.72697E-07  0.00000E+00  4.4E-06
  1.050E+01  8.37255E-03  1.71058E-23  6.10858E-07  0.00000E+00  3.9E-06
  1.075E+01  8.77480E-03  1.55685E-23  5.55961E-07  0.00000E+00  3.3E-06
  1.100E+01  9.18641E-03  1.42000E-23  5.07092E-07  0.00000E+00  2.5E-06
  1.125E+01  9.60736E-03  1.29786E-23  4.63473E-07  0.00000E+00  1.6E-06
  1.150E+01  1.00376E-02  1.18856E-23  4.24443E-07  0.00000E+00  7.8E-07
  1.175E+01  1.04773E-02  1.09053E-23  3.89434E-07  0.00000E+00  5.9E-07
  1.200E+01  1.09262E-02  1.00239E-23  3.57959E-07  0.00000E+00  1.3E-06
  1.225E+01  1.13844E-02  9.22969E-24  3.29598E-07  0.00000E+00  1.8E-06
  1.250E+01  1.18520E-02  8.51258E-24  3.03990E-07  0.00000E+00  2.2E-06
  1.275E+01  1.23288E-02  7.86372E-24  2.80819E-07  0.00000E+00  2.4E-06
  1.300E+01  1.28150E-02  7.27548E-24  2.59812E-07  0.00000E+00  2.4E-06
  1.325E+01  1.33104E-02  6.74119E-24  2.40732E-07  0.00000E+00  2.3E-06
  1.350E+01  1.38150E-02  6.25501E-24  2.23371E-07  0.00000E+00  2.2E-06
  1.375E+01  1.43290E-02  5.81184E-24  2.07545E-07  0.00000E+00  1.9E-06
  1.400E+01  1.48521E-02  5.40720E-24  1.93095E-07  0.00000E+00  1.6E-06
  1.425E+01  1.53845E-02  5.03714E-24  1.79879E-07  0.00000E+00  1.2E-06
  1.450E+01  1.59262E-02  4.69816E-24  1.67774E-07  0.00000E+00  6.9E-07
  1.475E+01  1.64770E-02  4.38720E-24  1.56670E-07  0.00000E+00  2.3E-07
  1.500E+01  1.70371E-02  4.10151E-24  1.46468E-07  0.00000E+00  6.0E-07
  1.525E+01  1.76063E-02  3.83868E-24  1.37082E-07  0.00000E+00  9.5E-07
  1.550E+01  1.81848E-02  3.59654E-24  1.28435E-07  0.00000E+00  1.2E-06
  1.575E+01  1.87724E-02  3.37318E-24  1.20458E-07  0.00000E+00  1.4E-06
  1.600E+01  1.93692E-02  3.16686E-24  1.13091E-07  0.00000E+00  1.5E-06
  1.625E+01  1.99751E-02  2.97606E-24  1.06277E-07  0.00000E+00  1.4E-06
  1.650E+01  2.05901E-02  2.79940E-24  9.99683E-08  0.00000E+00  1.4E-06
  1.675E+01  2.12143E-02  2.63563E-24  9.41200E-08  0.00000E+00  1.3E-06
  1.700E+01  2.18476E-02  2.48364E-24  8.86926E-08  0.00000E+00  1.1E-06
  1.725E+01  2.24900E-02  2.34244E-24  8.36501E-08  0.00000E+00  8.7E-07
  1.750E+01  2.31415E-02  2.21112E-24  7.89604E-08  0.00000E+00  6.0E-07
  1.775E+01  2.38021E-02  2.08885E-24  7.45942E-08  0.00000E+00  3.1E-07
  1.800E+01  2.44717E-02  1.97491E-24  7.05252E-08  0.00000E+00  2.8E-07
  1.825E+01  2.51504E-02  1.86861E-24  6.67293E-08  0.00000E+00  5.3E-07
  1.850E+01  2.58382E-02  1.76936E-24  6.31850E-08  0.00000E+00  7.3E-07
  1.875E+01  2.65349E-02  1.67660E-24  5.98723E-08  0.00000E+00  8.7E-07
  1.900E+01  2.72407E-02  1.58982E-24  5.67736E-08  0.00000E+00  9.5E-07
  1.925E+01  2.79555E-02  1.50858E-24  5.38723E-08  0.00000E+00  9.7E-07
  1.950E+01  2.86793E-02  1.43245E-24  5.11536E-08  0.00000E+00  9.4E-07
  1.975E+01  2.94120E-02  1.36105E-24  4.86038E-08  0.00000E+00  9.0E-07
  2.000E+01  3.01537E-02  1.29403E-24  4.62106E-08  0.00000E+00  8.1E-07
  2.025E+01  3.09043E-02  1.23108E-24  4.39625E-08  0.00000E+00  6.8E-07
  2.050E+01  3.16639E-02  1.17190E-24  4.18492E-08  0.00000E+00  5.2E-07
  2.075E+01  3.24324E-02  1.11622E-24  3.98610E-08  0.00000E+00  3.3E-07
  2.100E+01  3.32098E-02  1.06381E-24  3.79892E-08  0.00000E+00  1.3E-07
  2.125E+01  3.39961E-02  1.01442E-24  3.62257E-08  0.00000E+00  3.0E-07
  2.150E+01  3.47912E-02  9.67864E-25  3.45630E-08  0.00000E+00  4.6E-07
  2.175E+01  3.55952E-02  9.23938E-25  3.29944E-08  0.00000E+00  5.8E-07
  2.200E+01  3.64081E-02  8.82469E-25  3.15135E-08  0.00000E+00  6.5E-07
  2.225E+01  3.72297E-02  8.43294E-25  3.01146E-08  0.00000E+00  6.9E-07
  2.250E+01  3.80602E-02  8.06262E-25  2.87921E-08  0.00000E+00  6.7E-07
  2.275E+01  3.88995E-02  7.71234E-25  2.75413E-08  0.00000E+00  6.6E-07
  2.300E+01  3.97476E-02  7.38082E-25  2.63574E-08  0.00000E+00  6.2E-07
  2.325E+01  4.06044E-02  7.06686E-25  2.52362E-08  0.00000E+00  5.5E-07
  2.350E+01  4.14700E-02  6.76936E-25  2.41738E-08  0.00000E+00  4.5E-07
  2.375E+01  4.23443E-02  6.48730E-25  2.31666E-08  0.00000E+00  3.2E-07
  2.400E+01  4.32273E-02  6.21972E-25  2.22110E-08  0.00000E+00  1.8E-07
  2.425E+01  4.41190E-02  5.96575E-25  2.13041E-08  0.00000E+00  1.7E-07
  2.450E+01  4.50194E-02  5.72456E-25  2.04428E-08  0.00000E+00  2.9E-07
  2.475E+01  4.59284E-02  5.49539E-25  1.96244E-08  0.00000E+00  3.9E-07
  2.500E+01  4.68461E-02  5.27753E-25  1.88464E-08  0.00000E+00  4.6E-07
  2.550E+01  4.87074E-02  4.87312E-25  1.74022E-08  0.00000E+00  5.1E-07
  2.600E+01  5.06030E-02  4.50657E-25  1.60932E-08  0.00000E+00  4.8E-07
  2.650E+01  5.25328E-02  4.17369E-25  1.49045E-08  0.00000E+00  3.8E-07
  2.700E+01  5.44967E-02  3.87085E-25  1.38231E-08  0.00000E+00  2.0E-07
  2.750E+01  5.64946E-02  3.59486E-25  1.28375E-08  0.00000E+00  1.8E-07
  2.800E+01  5.85262E-02  3.34292E-25  1.19378E-08  0.00000E+00  3.3E-07
  2.850E+01  6.05914E-02  3.11255E-25  1.11151E-08  0.00000E+00  3.9E-07
  2.900E+01  6.26901E-02  2.90159E-25  1.03618E-08  0.00000E+00  3.8E-07
  2.950E+01  6.48222E-02  2.70810E-25  9.67081E-09  0.00000E+00  3.3E-07
  3.000E+01  6.69873E-02  2.53038E-25  9.03617E-09  0.00000E+00  2.1E-07
  3.050E+01  6.91854E-02  2.36692E-25  8.45243E-09  0.00000E+00  1.1E-07
  3.100E+01  7.14163E-02  2.21637E-25  7.91479E-09  0.00000E+00  2.4E-07
  3.150E+01  7.36799E-02  2.07752E-25  7.41894E-09  0.00000E+00  3.1E-07
  3.200E+01  7.59760E-02  1.94930E-25  6.96106E-09  0.00000E+00  3.0E-07
  3.250E+01  7.83043E-02  1.83075E-25  6.53772E-09  0.00000E+00  2.8E-07
  3.300E+01  8.06647E-02  1.72101E-25  6.14585E-09  0.00000E+00  2.0E-07
  3.350E+01  8.30571E-02  1.61931E-25  5.78268E-09  0.00000E+00  1.0E-07
  3.400E+01  8.54812E-02  1.52496E-25  5.44573E-09  0.00000E+00  1.7E-07
  3.450E+01  8.79369E-02  1.43732E-25  5.13278E-09  0.00000E+00  2.4E-07
  3.500E+01  9.04240E-02  1.35584E-25  4.84180E-09  0.00000E+00  2.5E-07
  3.550E+01  9.29422E-02  1.28000E-25  4.57097E-09  0.00000E+00  2.4E-07
  3.600E+01  9.54915E-02  1.20934E-25  4.31864E-09  0.00000E+00  1.9E-07
  3.650E+01  9.80716E-02  1.14345E-25  4.08333E-09  0.00000E+00  1.0E-07
  3.700E+01  1.00682E-01  1.08194E-25  3.86367E-09  0.00000E+00  1.2E-07
  3.750E+01  1.03323E-01  1.02447E-25  3.65845E-09  0.00000E+00  1.9E-07
  3.800E+01  1.05995E-01  9.70726E-26  3.46653E-09  0.00000E+00  2.1E-07
  3.850E+01  1.08696E-01  9.20424E-26  3.28689E-09  0.00000E+00  2.0E-07
  3.900E+01  1.11427E-01  8.73303E-26  3.11862E-09  0.00000E+00  1.8E-07
  3.950E+01  1.14188E-01  8.29125E-26  2.96086E-09  0.00000E+00  1.1E-07
  4.000E+01  1.16978E-01  7.87673E-26  2.81283E-09  0.00000E+00  1.0E-07
  4.050E+01  1.19797E-01  7.48748E-26  2.67383E-09  0.00000E+00  1.5E-07
  4.100E+01  1.22645E-01  7.12169E-26  2.54320E-09  0.00000E+00  1.8E-07
  4.150E+01  1.25522E-01  6.77769E-26  2.42036E-09  0.00000E+00  1.7E-07
  4.200E+01  1.28428E-01  6.45393E-26  2.30474E-09  0.00000E+00  1.6E-07
  4.250E+01  1.31361E-01  6.14902E-26  2.19585E-09  0.00000E+00  1.2E-07
  4.300E+01  1.34323E-01  5.86165E-26  2.09323E-09  0.00000E+00  1.0E-07
  4.350E+01  1.37313E-01  5.59064E-26  1.99645E-09  0.00000E+00  1.2E-07
  4.400E+01  1.40330E-01  5.33488E-26  1.90512E-09  0.00000E+00  1.5E-07
  4.450E+01  1.43375E-01  5.09335E-26  1.81887E-09  0.00000E+00  1.4E-07
  4.500E+01  1.46447E-01  4.86513E-26  1.73737E-09  0.00000E+00  1.4E-07
  4.550E+01  1.49545E-01  4.64935E-26  1.66031E-09  0.00000E+00  1.1E-07
  4.600E+01  1.52671E-01  4.44520E-26  1.58741E-09  0.00000E+00  1.0E-07
  4.650E+01  1.55823E-01  4.25195E-26  1.51840E-09  0.00000E+00  1.0E-07
  4.700E+01  1.59001E-01  4.06890E-26  1.45303E-09  0.00000E+00  1.2E-07
  4.750E+01  1.62205E-01  3.89543E-26  1.39108E-09  0.00000E+00  1.2E-07
  4.800E+01  1.65435E-01  3.73093E-26  1.33234E-09  0.00000E+00  1.2E-07
  4.850E+01  1.68690E-01  3.57486E-26  1.27661E-09  0.00000E+00  1.1E-07
  4.900E+01  1.71970E-01  3.42671E-26  1.22370E-09  0.00000E+00  1.0E-07
  4.950E+01  1.75276E-01  3.28601E-26  1.17345E-09  0.00000E+00  1.0E-07
  5.000E+01  1.78606E-01  3.15231E-26  1.12571E-09  0.00000E+00  1.0E-07
  5.050E+01  1.81961E-01  3.02519E-26  1.08032E-09  0.00000E+00  1.1E-07
  5.100E+01  1.85340E-01  2.90429E-26  1.03714E-09  0.00000E+00  1.0E-07
  5.150E+01  1.88743E-01  2.78923E-26  9.96053E-10  0.00000E+00  1.0E-07
  5.200E+01  1.92169E-01  2.67969E-26  9.56935E-10  0.00000E+00  1.0E-07
  5.250E+01  1.95619E-01  2.57535E-26  9.19674E-10  0.00000E+00  1.0E-07
  5.300E+01  1.99092E-01  2.47592E-26  8.84167E-10  0.00000E+00  1.0E-07
  5.350E+01  2.02589E-01  2.38113E-26  8.50317E-10  0.00000E+00  1.0E-07
  5.400E+01  2.06107E-01  2.29072E-26  8.18031E-10  0.00000E+00  1.0E-07
  5.450E+01  2.09649E-01  2.20445E-26  7.87224E-10  0.00000E+00  1.0E-07
  5.500E+01  2.13212E-01  2.12210E-26  7.57817E-10  0.00000E+00  1.0E-07
  5.550E+01  2.16797E-01  2.04346E-26  7.29733E-10  0.00000E+00  1.0E-07
  5.600E+01  2.20404E-01  1.96833E-26  7.02904E-10  0.00000E+00  1.0E-07
  5.650E+01  2.24032E-01  1.89653E-26  6.77262E-10  0.00000E+00  1.0E-07
  5.700E+01  2.27680E-01  1.82788E-26  6.52746E-10  0.00000E+00  1.0E-07
  5.750E+01  2.31350E-01  1.76221E-26  6.29298E-10  0.00000E+00  1.0E-07
  5.800E+01  2.35040E-01  1.69938E-26  6.06861E-10  0.00000E+00  1.0E-07
  5.850E+01  2.38751E-01  1.63925E-26  5.85386E-10  0.00000E+00  1.0E-07
  5.900E+01  2.42481E-01  1.58166E-26  5.64823E-10  0.00000E+00  1.0E-07
  5.950E+01  2.46231E-01  1.52651E-26  5.45126E-10  0.00000E+00  1.0E-07
  6.000E+01  2.50000E-01  1.47366E-26  5.26253E-10  0.00000E+00  1.0E-07
  6.050E+01  2.53788E-01  1.42300E-26  5.08162E-10  0.00000E+00  1.0E-07
  6.100E+01  2.57595E-01  1.37443E-26  4.90817E-10  0.00000E+00  1.0E-07
  6.150E+01  2.61421E-01  1.32784E-26  4.74179E-10  0.00000E+00  1.0E-07
  6.200E+01  2.65264E-01  1.28313E-26  4.58216E-10  0.00000E+00  1.0E-07
  6.250E+01  2.69126E-01  1.24023E-26  4.42894E-10  0.00000E+00  1.0E-07
  6.300E+01  2.73005E-01  1.19904E-26  4.28184E-10  0.00000E+00  1.0E-07
  6.350E+01  2.76901E-01  1.15948E-26  4.14057E-10  0.00000E+00  1.0E-07
  6.400E+01  2.80814E-01  1.12147E-26  4.00486E-10  0.00000E+00  1.0E-07
  6.450E+01  2.84744E-01  1.08495E-26  3.87444E-10  0.00000E+00  1.0E-07
  6.500E+01  2.88691E-01  1.04985E-26  3.74908E-10  0.00000E+00  1.0E-07
  6.550E+01  2.92653E-01  1.01609E-26  3.62854E-10  0.00000E+00  1.0E-07
  6.600E+01  2.96632E-01  9.83629E-27  3.51260E-10  0.00000E+00  1.0E-07
  6.650E+01  3.00625E-01  9.52395E-27  3.40106E-10  0.00000E+00  1.0E-07
  6.700E+01  3.04634E-01  9.22337E-27  3.29373E-10  0.00000E+00  1.0E-07
  6.750E+01  3.08658E-01  8.93403E-27  3.19040E-10  0.00000E+00  1.0E-07
  6.800E+01  3.12697E-01  8.65545E-27  3.09092E-10  0.00000E+00  1.0E-07
  6.850E+01  3.16749E-01  8.38713E-27  2.99510E-10  0.00000E+00  1.0E-07
  6.900E+01  3.20816E-01  8.12865E-27  2.90279E-10  0.00000E+00  1.0E-07
  6.950E+01  3.24896E-01  7.87957E-27  2.81384E-10  0.00000E+00  1.0E-07
  7.000E+01  3.28990E-01  7.63949E-27  2.72811E-10  0.00000E+00  1.0E-07
  7.050E+01  3.33097E-01  7.40804E-27  2.64546E-10  0.00000E+00  1.0E-07
  7.100E+01  3.37216E-01  7.18483E-27  2.56575E-10  0.00000E+00  1.0E-07
  7.150E+01  3.41348E-01  6.96954E-27  2.48887E-10  0.00000E+00  1.0E-07
  7.200E+01  3.45492E-01  6.76183E-27  2.41469E-10  0.00000E+00  1.0E-07
  7.250E+01  3.49647E-01  6.56138E-27  2.34311E-10  0.00000E+00  1.0E-07
  7.300E+01  3.53814E-01  6.36790E-27  2.27402E-10  0.00000E+00  1.0E-07
  7.350E+01  3.57992E-01  6.18110E-27  2.20731E-10  0.00000E+00  1.0E-07
  7.400E+01  3.62181E-01  6.00071E-27  2.14289E-10  0.00000E+00  1.0E-07
  7.450E+01  3.66381E-01  5.82647E-27  2.08067E-10  0.00000E+00  1.0E-07
  7.500E+01  3.70590E-01  5.65814E-27  2.02056E-10  0.00000E+00  1.0E-07
  7.550E+01  3.74810E-01  5.49548E-27  1.96247E-10  0.00000E+00  1.0E-07
  7.600E+01  3.79039E-01  5.33827E-27  1.90633E-10  0.00000E+00  1.0E-07
  7.650E+01  3.83277E-01  5.18628E-27  1.85205E-10  0.00000E+00  1.0E-07
  7.700E+01  3.87524E-01  5.03932E-27  1.79958E-10  0.00000E+00  1.0E-07
  7.750E+01  3.91780E-01  4.89720E-27  1.74882E-10  0.00000E+00  1.0E-07
  7.800E+01  3.96044E-01  4.75972E-27  1.69973E-10  0.00000E+00  1.0E-07
  7.850E+01  4.00316E-01  4.62671E-27  1.65223E-10  0.00000E+00  1.0E-07
  7.900E+01  4.04596E-01  4.49800E-27  1.60626E-10  0.00000E+00  1.0E-07
  7.950E+01  4.08882E-01  4.37342E-27  1.56177E-10  0.00000E+00  1.0E-07
  8.000E+01  4.13176E-01  4.25282E-27  1.51871E-10  0.00000E+00  1.0E-07
  8.050E+01  4.17476E-01  4.13604E-27  1.47701E-10  0.00000E+00  1.0E-07
  8.100E+01  4.21783E-01  4.02296E-27  1.43662E-10  0.00000E+00  1.0E-07
  8.150E+01  4.26095E-01  3.91342E-27  1.39751E-10  0.00000E+00  1.0E-07
  8.200E+01  4.30413E-01  3.80731E-27  1.35961E-10  0.00000E+00  1.0E-07
  8.250E+01  4.34737E-01  3.70449E-27  1.32290E-10  0.00000E+00  1.0E-07
  8.300E+01  4.39065E-01  3.60484E-27  1.28731E-10  0.00000E+00  1.0E-07
  8.350E+01  4.43398E-01  3.50826E-27  1.25282E-10  0.00000E+00  1.0E-07
  8.400E+01  4.47736E-01  3.41462E-27  1.21938E-10  0.00000E+00  1.0E-07
  8.450E+01  4.52077E-01  3.32383E-27  1.18696E-10  0.00000E+00  1.0E-07
  8.500E+01  4.56422E-01  3.23579E-27  1.15552E-10  0.00000E+00  1.0E-07
  8.550E+01  4.60770E-01  3.15039E-27  1.12502E-10  0.00000E+00  1.0E-07
  8.600E+01  4.65122E-01  3.06754E-27  1.09544E-10  0.00000E+00  1.0E-07
  8.650E+01  4.69476E-01  2.98716E-27  1.06673E-10  0.00000E+00  1.0E-07
  8.700E+01  4.73832E-01  2.90916E-27  1.03888E-10  0.00000E+00  1.0E-07
  8.750E+01  4.78190E-01  2.83345E-27  1.01184E-10  0.00000E+00  1.0E-07
  8.800E+01  4.82550E-01  2.75997E-27  9.85602E-11  0.00000E+00  1.0E-07
  8.850E+01  4.86912E-01  2.68862E-27  9.60124E-11  0.00000E+00  1.0E-07
  8.900E+01  4.91274E-01  2.61934E-27  9.35385E-11  0.00000E+00  1.0E-07
  8.950E+01  4.95637E-01  2.55207E-27  9.11360E-11  0.00000E+00  1.0E-07
  9.000E+01  5.00000E-01  2.48672E-27  8.88024E-11  0.00000E+00  1.0E-07
  9.050E+01  5.04363E-01  2.42324E-27  8.65355E-11  0.00000E+00  1.0E-07
  9.100E+01  5.08726E-01  2.36157E-27  8.43331E-11  0.00000E+00  1.0E-07
  9.150E+01  5.13088E-01  2.30164E-27  8.21931E-11  0.00000E+00  1.0E-07
  9.200E+01  5.17450E-01  2.24340E-27  8.01132E-11  0.00000E+00  1.0E-07
  9.250E+01  5.21810E-01  2.18679E-27  7.80917E-11  0.00000E+00  1.0E-07
  9.300E+01  5.26168E-01  2.13176E-27  7.61265E-11  0.00000E+00  1.0E-07
  9.350E+01  5.30524E-01  2.07826E-27  7.42160E-11  0.00000E+00  1.0E-07
  9.400E+01  5.34878E-01  2.02623E-27  7.23582E-11  0.00000E+00  1.0E-07
  9.450E+01  5.39230E-01  1.97564E-27  7.05515E-11  0.00000E+00  1.0E-07
  9.500E+01  5.43578E-01  1.92644E-27  6.87943E-11  0.00000E+00  1.0E-07
  9.550E+01  5.47923E-01  1.87857E-27  6.70850E-11  0.00000E+00  1.0E-07
  9.600E+01  5.52264E-01  1.83200E-27  6.54220E-11  0.00000E+00  1.0E-07
  9.650E+01  5.56602E-01  1.78669E-27  6.38040E-11  0.00000E+00  1.0E-07
  9.700E+01  5.60935E-01  1.74260E-27  6.22295E-11  0.00000E+00  1.0E-07
  9.750E+01  5.65263E-01  1.69969E-27  6.06972E-11  0.00000E+00  1.0E-07
  9.800E+01  5.69587E-01  1.65793E-27  5.92057E-11  0.00000E+00  1.0E-07
  9.850E+01  5.73905E-01  1.61727E-27  5.77539E-11  0.00000E+00  1.0E-07
  9.900E+01  5.78217E-01  1.57769E-27  5.63404E-11  0.00000E+00  1.0E-07
  9.950E+01  5.82524E-01  1.53915E-27  5.49641E-11  0.00000E+00  1.0E-07
  1.000E+02  5.86824E-01  1.50162E-27  5.36239E-11  0.00000E+00  1.0E-07
  1.005E+02  5.91118E-01  1.46507E-27  5.23187E-11  0.00000E+00  1.0E-07
  1.010E+02  5.95404E-01  1.42947E-27  5.10475E-11  0.00000E+00  1.0E-07
  1.015E+02  5.99684E-01  1.39479E-27  4.98090E-11  0.00000E+00  1.0E-07
  1.020E+02  6.03956E-01  1.36101E-27  4.86025E-11  0.00000E+00  1.0E-07
  1.025E+02  6.08220E-01  1.32809E-27  4.74271E-11  0.00000E+00  1.0E-07
  1.030E+02  6.12476E-01  1.29602E-27  4.62816E-11  0.00000E+00  1.0E-07
  1.035E+02  6.16723E-01  1.26476E-27  4.51654E-11  0.00000E+00  1.0E-07
  1.040E+02  6.20961E-01  1.23430E-27  4.40775E-11  0.00000E+00  1.0E-07
  1.045E+02  6.25190E-01  1.20460E-27  4.30170E-11  0.00000E+00  1.0E-07
  1.050E+02  6.29410E-01  1.17565E-27  4.19833E-11  0.00000E+00  1.0E-07
  1.055E+02  6.33619E-01  1.14743E-27  4.09755E-11  0.00000E+00  1.0E-07
  1.060E+02  6.37819E-01  1.11991E-27  3.99929E-11  0.00000E+00  1.0E-07
  1.065E+02  6.42008E-01  1.09308E-27  3.90347E-11  0.00000E+00  1.0E-07
  1.070E+02  6.46186E-01  1.06692E-27  3.81004E-11  0.00000E+00  1.0E-07
  1.075E+02  6.50353E-01  1.04140E-27  3.71891E-11  0.00000E+00  1.0E-07
  1.080E+02  6.54508E-01  1.01651E-27  3.63002E-11  0.00000E+00  1.0E-07
  1.085E+02  6.58652E-01  9.92230E-28  3.54332E-11  0.00000E+00  1.0E-07
  1.090E+02  6.62784E-01  9.68544E-28  3.45873E-11  0.00000E+00  1.0E-07
  1.095E+02  6.66903E-01  9.45436E-28  3.37621E-11  0.00000E+00  1.0E-07
  1.100E+02  6.71010E-01  9.22888E-28  3.29569E-11  0.00000E+00  1.0E-07
  1.105E+02  6.75104E-01  9.00886E-28  3.21712E-11  0.00000E+00  1.0E-07
  1.110E+02  6.79184E-01  8.79414E-28  3.14044E-11  0.00000E+00  1.0E-07
  1.115E+02  6.83251E-01  8.58458E-28  3.06561E-11  0.00000E+00  1.0E-07
  1.120E+02  6.87303E-01  8.38005E-28  2.99257E-11  0.00000E+00  1.0E-07
  1.125E+02  6.91342E-01  8.18040E-28  2.92128E-11  0.00000E+00  1.0E-07
  1.130E+02  6.95366E-01  7.98550E-28  2.85167E-11  0.00000E+00  1.0E-07
  1.135E+02  6.99375E-01  7.79523E-28  2.78373E-11  0.00000E+00  1.0E-07
  1.140E+02  7.03368E-01  7.60945E-28  2.71738E-11  0.00000E+00  1.0E-07
  1.145E+02  7.07347E-01  7.42806E-28  2.65261E-11  0.00000E+00  1.0E-07
  1.150E+02  7.11309E-01  7.25093E-28  2.58935E-11  0.00000E+00  1.0E-07
  1.155E+02  7.15256E-01  7.07796E-28  2.52759E-11  0.00000E+00  1.0E-07
  1.160E+02  7.19186E-01  6.90901E-28  2.46725E-11  0.00000E+00  1.0E-07
  1.165E+02  7.23099E-01  6.74403E-28  2.40834E-11  0.00000E+00  1.0E-07
  1.170E+02  7.26995E-01  6.58286E-28  2.35078E-11  0.00000E+00  1.0E-07
  1.175E+02  7.30874E-01  6.42545E-28  2.29457E-11  0.00000E+00  1.0E-07
  1.180E+02  7.34736E-01  6.27165E-28  2.23965E-11  0.00000E+00  1.0E-07
  1.185E+02  7.38579E-01  6.12141E-28  2.18600E-11  0.00000E+00  1.0E-07
  1.190E+02  7.42405E-01  5.97462E-28  2.13357E-11  0.00000E+00  1.0E-07
  1.195E+02  7.46212E-01  5.83121E-28  2.08236E-11  0.00000E+00  1.0E-07
  1.200E+02  7.50000E-01  5.69106E-28  2.03231E-11  0.00000E+00  1.0E-07
  1.205E+02  7.53769E-01  5.55411E-28  1.98341E-11  0.00000E+00  1.0E-07
  1.210E+02  7.57519E-01  5.42028E-28  1.93562E-11  0.00000E+00  1.0E-07
  1.215E+02  7.61249E-01  5.28950E-28  1.88891E-11  0.00000E+00  1.0E-07
  1.220E+02  7.64960E-01  5.16168E-28  1.84327E-11  0.00000E+00  1.0E-07
  1.225E+02  7.68650E-01  5.03673E-28  1.79865E-11  0.00000E+00  1.0E-07
  1.230E+02  7.72320E-01  4.91462E-28  1.75504E-11  0.00000E+00  1.0E-07
  1.235E+02  7.75968E-01  4.79525E-28  1.71242E-11  0.00000E+00  1.0E-07
  1.240E+02  7.79596E-01  4.67857E-28  1.67075E-11  0.00000E+00  1.0E-07
  1.245E+02  7.83203E-01  4.56450E-28  1.63001E-11  0.00000E+00  1.0E-07
  1.250E+02  7.86788E-01  4.45298E-28  1.59019E-11  0.00000E+00  1.0E-07
  1.255E+02  7.90351E-01  4.34396E-28  1.55126E-11  0.00000E+00  1.0E-07
  1.260E+02  7.93893E-01  4.23736E-28  1.51319E-11  0.00000E+00  1.0E-07
  1.265E+02  7.97411E-01  4.13314E-28  1.47597E-11  0.00000E+00  1.0E-07
  1.270E+02  8.00908E-01  4.03123E-28  1.43958E-11  0.00000E+00  1.0E-07
  1.275E+02  8.04381E-01  3.93159E-28  1.40400E-11  0.00000E+00  1.0E-07
  1.280E+02  8.07831E-01  3.83416E-28  1.36920E-11  0.00000E+00  1.0E-07
  1.285E+02  8.11257E-01  3.73888E-28  1.33518E-11  0.00000E+00  1.0E-07
  1.290E+02  8.14660E-01  3.64570E-28  1.30190E-11  0.00000E+00  1.1E-07
  1.295E+02  8.18039E-01  3.55459E-28  1.26937E-11  0.00000E+00  1.0E-07
  1.300E+02  8.21394E-01  3.46549E-28  1.23755E-11  0.00000E+00  1.0E-07
  1.305E+02  8.24724E-01  3.37835E-28  1.20643E-11  0.00000E+00  1.1E-07
  1.310E+02  8.28030E-01  3.29311E-28  1.17599E-11  0.00000E+00  1.0E-07
  1.315E+02  8.31310E-01  3.20977E-28  1.14623E-11  0.00000E+00  1.0E-07
  1.320E+02  8.34565E-01  3.12825E-28  1.11712E-11  0.00000E+00  1.2E-07
  1.325E+02  8.37795E-01  3.04852E-28  1.08865E-11  0.00000E+00  1.2E-07
  1.330E+02  8.40999E-01  2.97055E-28  1.06080E-11  0.00000E+00  1.0E-07
  1.335E+02  8.44177E-01  2.89428E-28  1.03357E-11  0.00000E+00  1.2E-07
  1.340E+02  8.47329E-01  2.81968E-28  1.00693E-11  0.00000E+00  1.2E-07
  1.345E+02  8.50455E-01  2.74673E-28  9.80876E-12  0.00000E+00  1.0E-07
  1.350E+02  8.53553E-01  2.67538E-28  9.55395E-12  0.00000E+00  1.2E-07
  1.355E+02  8.56625E-01  2.60558E-28  9.30471E-12  0.00000E+00  1.4E-07
  1.360E+02  8.59670E-01  2.53732E-28  9.06095E-12  0.00000E+00  1.2E-07
  1.365E+02  8.62687E-01  2.47056E-28  8.82253E-12  0.00000E+00  1.3E-07
  1.370E+02  8.65677E-01  2.40526E-28  8.58936E-12  0.00000E+00  1.4E-07
